dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl,dscDateUpdated,dscDateUpdatedMax,DatesyncNPD
25/5-3 Skirne,Total E&P Norge AS,Producing,GAS/CONDENSATE,25/5-3,North Sea,SKIRNE,05.07.2002,1990,,PRODUCTION LICENSE,102,44270,2138816,1488,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44270,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2138816,03.10.2019,03.10.2019,24.01.2020
25/5-4 Byggve,Total E&P Norge AS,Included in other discovery,GAS/CONDENSATE,25/5-4,North Sea,SKIRNE,15.09.2003,1991,25/5-3 Skirne,PRODUCTION LICENSE,102,44276,2138816,1691,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44276,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2138816,03.10.2019,03.10.2019,24.01.2020
25/5-5 (Tir),Aker BP ASA,Production is unlikely,OIL,25/5-5,North Sea,,,1995,,PRODUCTION LICENSE,102 H,44282,,2661,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44282,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44282,03.10.2019,03.10.2019,24.01.2020
25/5-7 Atla,Total E&P Norge AS,Producing,GAS/CONDENSATE,25/5-7,North Sea,ATLA,04.11.2011,2010,,PRODUCTION LICENSE,102 C,18404420,21106284,6423,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18404420,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21106284,03.10.2019,03.10.2019,24.01.2020
25/5-9 (Trell),Aker BP ASA,Production in clarification phase,OIL,25/5-9,North Sea,,,2014,,PRODUCTION LICENSE,102 F,24567425,,7345,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24567425,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=24567425,03.10.2019,03.10.2019,24.01.2020
25/6-1,Vår Energi AS,Production is unlikely,OIL,25/6-1,North Sea,,,1986,,PRODUCTION LICENSE,985,44288,,524,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44288,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44288,03.10.2019,03.10.2019,24.01.2020
25/6-5 S (Skirne Øst),Vår Energi AS,Production is unlikely,GAS/CONDENSATE,25/6-5 S,North Sea,,,2015,,PRODUCTION LICENSE,985,26336791,,7662,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26336791,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=26336791,03.10.2019,03.10.2019,24.01.2020
25/7-2,ConocoPhillips Skandinavia AS,Production is unlikely,GAS/CONDENSATE,25/7-2,North Sea,,,1990,,PRODUCTION LICENSE,782 S,44294,,1494,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44294,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44294,03.10.2019,18.11.2019,24.01.2020
25/7-3 Jotun,Vår Energi AS,Included in other discovery,OIL,25/7-3,North Sea,JOTUN,10.06.1997,1995,25/8-5 S Jotun,PRODUCTION LICENSE,027 GS,44300,43604,2623,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44300,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43604,03.10.2019,03.10.2019,24.01.2020
25/7-5,Aker BP ASA,Included in other discovery,OIL,25/7-5,North Sea,ALVHEIM,01.01.2014,1997,24/6-2 Alvheim,PRODUCTION LICENSE,203,44306,2845712,3132,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44306,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=2845712,08.10.2019,08.10.2019,24.01.2020
25/7-7 (Busta),ConocoPhillips Skandinavia AS,Production not evaluated,GAS/CONDENSATE,25/7-7,North Sea,,,2019,,PRODUCTION LICENSE,782 S,35318602,,8846,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=35318602,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=35318602,04.01.2020,18.11.2019,24.01.2020
25/7-8 S,ConocoPhillips Skandinavia AS,Production not evaluated,OIL/GAS,25/7-8 S,North Sea,,,2020,,PRODUCTION LICENSE,917,36503081,,8933,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=36503081,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=36503081,18.01.2020,17.01.2020,24.01.2020
25/8-1 (Ringhorne Forseti),Vår Energi AS,Included in other discovery,OIL,25/8-1,North Sea,BALDER,23.08.2001,1970,25/11-1 Balder,PRODUCTION LICENSE,001,44312,43562,173,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44312,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43562,03.10.2019,03.10.2019,24.01.2020
25/8-10 S Ringhorne,Vår Energi AS,Included in other discovery,OIL,25/8-10 S,North Sea,BALDER,23.08.2001,1997,25/11-1 Balder,PRODUCTION LICENSE,001,52316,43562,3062,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=52316,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43562,03.10.2019,03.10.2019,24.01.2020
25/8-11 Ringhorne,Vår Energi AS,Included in other discovery,OIL,25/8-11,North Sea,BALDER,23.08.2001,1997,25/11-1 Balder,PRODUCTION LICENSE,001,44318,43562,3209,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44318,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43562,03.10.2019,03.10.2019,24.01.2020
25/8-14 S,Vår Energi AS,Producing,OIL,25/8-14 S,North Sea,RINGHORNE ØST,25.11.2005,2003,,BUSINESS ARRANGEMENT AREA,RINGHORNE ØST UNIT,2472571,3505505,4805,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2472571,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=3505505,03.10.2019,03.10.2019,24.01.2020
25/8-16 S (Eitri),Vår Energi AS,Production is unlikely,OIL,25/8-16 S,North Sea,,,2009,,PRODUCTION LICENSE,956,5506890,,6082,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5506890,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5506890,03.10.2019,03.10.2019,24.01.2020
25/8-17 Jette,Aker BP ASA,Shut down,OIL,25/8-17,North Sea,JETTE,17.02.2012,2009,,BUSINESS ARRANGEMENT AREA,JETTE UNIT,17238186,21613906,6185,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17238186,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21613906,03.10.2019,08.01.2020,24.01.2020
25/8-4 (D-struktur),Equinor Energy AS,Production in clarification phase,OIL,25/8-4,North Sea,,,1992,,PRODUCTION LICENSE,169,44324,,1986,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44324,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44324,03.10.2019,12.12.2019,24.01.2020
25/8-5 S Jotun,Vår Energi AS,Shut down,OIL,25/8-5 S,North Sea,JOTUN,10.06.1997,1994,,PRODUCTION LICENSE,027 GS,44330,43604,2390,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44330,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43604,03.10.2019,03.10.2019,24.01.2020
25/8-8 S Jotun,Vår Energi AS,Included in other discovery,OIL,25/8-8 S,North Sea,JOTUN,10.06.1997,1995,25/8-5 S Jotun,PRODUCTION LICENSE,027 GS,44336,43604,2646,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44336,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43604,03.10.2019,03.10.2019,24.01.2020
25/8-9,Vår Energi AS,Production is unlikely,OIL,25/8-9,North Sea,,,1997,,PRODUCTION LICENSE,985,44342,,2988,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44342,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44342,03.10.2019,03.10.2019,24.01.2020
25/8-C-20,Vår Energi AS,Included in other discovery,OIL,25/8-C-20,North Sea,BALDER,20.11.2003,2003,25/11-1 Balder,PRODUCTION LICENSE,001,2455295,43562,4727,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2455295,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43562,03.10.2019,03.10.2019,24.01.2020
26/10-1 (Zulu Øst),Equinor Energy AS,Production is unlikely,GAS,26/10-1,North Sea,,,2015,,PRODUCTION LICENSE,983,26264822,,7609,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26264822,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=26264822,03.10.2019,03.01.2020,24.01.2020
29/3-1,,Production is unlikely,OIL/GAS,29/3-1,North Sea,,,1986,,,,44348,,904,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44348,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44348,03.10.2019,03.10.2019,24.01.2020
29/6 Islay,Total E&P UK Ltd,Producing,GAS,?,North Sea,ISLAY,05.07.2010,2008,,BUSINESS ARRANGEMENT AREA,ISLAY UNIT,21104520,21105675,0,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21104520,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21105675,08.11.2019,08.11.2019,24.01.2020
29/6-1,Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,29/6-1,North Sea,MARTIN LINGE,11.06.2012,1982,30/7-6 Martin Linge,BUSINESS ARRANGEMENT AREA,MARTIN LINGE UNIT,2770139,21675447,375,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2770139,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21675447,03.10.2019,03.10.2019,24.01.2020
3/7-4 Trym,DNO Norge AS,Producing,GAS/CONDENSATE,3/7-4,North Sea,TRYM,26.03.2010,1990,,PRODUCTION LICENSE,147,44354,18081500,1467,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44354,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=18081500,03.01.2020,03.01.2020,24.01.2020
3/7-8 S (Trym Sør),DNO Norge AS,"Production likely, but unclarified",OIL/GAS,3/7-8 S,North Sea,,,2013,,PRODUCTION LICENSE,147,23286464,,7058,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23286464,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=23286464,03.01.2020,03.01.2020,24.01.2020
30/10-2 Odin,Equinor Energy AS,Shut down,GAS,30/10-2,North Sea,ODIN,18.07.1980,1974,,PRODUCTION LICENSE,903,44360,43610,392,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44360,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43610,03.10.2019,03.10.2019,24.01.2020
30/10-6,Suncor Energy Norge AS,Production is unlikely,GAS,30/10-6,North Sea,,,1992,,PRODUCTION LICENSE,987,44366,,1816,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44366,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44366,03.10.2019,03.10.2019,24.01.2020
30/11-10 (Krafla Nord),Equinor Energy AS,Included in other discovery,OIL,30/11-10,North Sea,,,2014,30/11-8 S (Krafla),PRODUCTION LICENSE,035,25612576,,7595,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=25612576,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=25612576,03.10.2019,03.10.2019,24.01.2020
30/11-11 S (Madam Felle),Equinor Energy AS,Included in other discovery,OIL,30/11-11 S,North Sea,,,2016,30/11-8 S (Krafla),PRODUCTION LICENSE,035,28160390,,7896,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28160390,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=28160390,03.10.2019,03.10.2019,24.01.2020
30/11-12 S (Askja Sørøst),Equinor Energy AS,Included in other discovery,OIL,30/11-12 S,North Sea,,,2016,30/11-8 S (Krafla),PRODUCTION LICENSE,035,28184810,,7921,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28184810,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=28184810,03.10.2019,03.10.2019,24.01.2020
30/11-13 (Beerenberg),Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,30/11-13,North Sea,,,2016,30/11-8 S (Krafla),PRODUCTION LICENSE,272,28185156,,7948,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28185156,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=28185156,03.10.2019,03.10.2019,24.01.2020
30/11-14 (Slemmestad),Equinor Energy AS,Included in other discovery,GAS,30/11-14,North Sea,,,2016,30/11-8 S (Krafla),PRODUCTION LICENSE,272,28222393,,7982,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28222393,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=28222393,03.10.2019,03.10.2019,24.01.2020
30/11-14 B (Haraldsplass),Equinor Energy AS,Included in other discovery,OIL/GAS,30/11-14 B,North Sea,,,2016,30/11-8 S (Krafla),PRODUCTION LICENSE,272,28222402,,7984,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28222402,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=28222402,03.10.2019,03.10.2019,24.01.2020
30/11-5 (Steinbit),Equinor Energy AS,Included in other discovery,GAS/CONDENSATE,30/11-5,North Sea,,,1997,30/11-8 S (Krafla),PRODUCTION LICENSE,035,23296145,,2986,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23296145,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=23296145,03.10.2019,03.10.2019,24.01.2020
30/11-7 (Fulla),Aker BP ASA,Production in clarification phase,GAS/CONDENSATE,30/11-7,North Sea,,,2009,,PRODUCTION LICENSE,873,5490395,,5919,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490395,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5490395,03.10.2019,03.10.2019,24.01.2020
30/11-8 A,Equinor Energy AS,Included in other discovery,OIL/GAS,30/11-8 A,North Sea,,,2011,30/11-8 S (Krafla),PRODUCTION LICENSE,035,20484993,,6611,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20484993,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=20484993,03.10.2019,03.10.2019,24.01.2020
30/11-8 S (Krafla),Equinor Energy AS,Production in clarification phase,OIL,30/11-8 S,North Sea,,,2011,,PRODUCTION LICENSE,035,20460100,,6540,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20460100,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=20460100,03.10.2019,03.10.2019,24.01.2020
30/11-9 A (Askja Øst),Equinor Energy AS,Included in other discovery,OIL,30/11-9 A,North Sea,,,2014,30/11-8 S (Krafla),PRODUCTION LICENSE,272,24216071,,7281,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24216071,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=24216071,03.10.2019,03.10.2019,24.01.2020
30/11-9 S (Askja),Equinor Energy AS,Included in other discovery,GAS,30/11-9 S,North Sea,,,2013,30/11-8 S (Krafla),PRODUCTION LICENSE,272,23892654,,7280,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23892654,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=23892654,03.10.2019,03.10.2019,24.01.2020
30/2-1 Huldra,Equinor Energy AS,Shut down,GAS/CONDENSATE,30/2-1,North Sea,HULDRA,02.02.1999,1982,,PRODUCTION LICENSE,878,44372,97002,72,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44372,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=97002,03.10.2019,03.10.2019,24.01.2020
30/3-2  Veslefrikk,Equinor Energy AS,Producing,OIL,30/3-2 R,North Sea,VESLEFRIKK,02.06.1987,1981,,PRODUCTION LICENSE,052,44378,43618,508,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44378,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43618,03.10.2019,18.11.2019,24.01.2020
30/3-6 S,Equinor Energy AS,Included in other discovery,OIL,30/3-6 S,North Sea,VESLEFRIKK,16.01.1995,1994,30/3-2  Veslefrikk,PRODUCTION LICENSE,052,44384,43618,2269,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44384,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43618,03.10.2019,18.11.2019,24.01.2020
30/3-7 A,Equinor Energy AS,Included in other discovery,GAS,30/3-7 A,North Sea,VESLEFRIKK,16.11.1999,1998,30/3-2  Veslefrikk,PRODUCTION LICENSE,052,46312,43618,3176,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=46312,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43618,03.10.2019,18.11.2019,24.01.2020
30/3-7 B,Equinor Energy AS,Included in other discovery,OIL,30/3-7 B,North Sea,VESLEFRIKK,27.04.1999,1998,30/3-2  Veslefrikk,PRODUCTION LICENSE,052,46322,43618,3229,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=46322,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43618,03.10.2019,18.11.2019,24.01.2020
30/3-7 S,Equinor Energy AS,Included in other discovery,GAS,30/3-7 S,North Sea,VESLEFRIKK,16.11.1999,1995,30/3-2  Veslefrikk,PRODUCTION LICENSE,052,44390,43618,2632,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44390,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43618,03.10.2019,18.11.2019,24.01.2020
30/3-9,DNO Norge AS,Production is unlikely,GAS/CONDENSATE,30/3-9,North Sea,,,2000,,PRODUCTION LICENSE,825,1036262,,4053,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1036262,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=1036262,03.01.2020,03.01.2020,24.01.2020
30/4-3 S,Equinor Energy AS,Included in other discovery,OIL/GAS,30/4-3 S,North Sea,MARTIN LINGE,08.12.2016,2016,30/7-6 Martin Linge,BUSINESS ARRANGEMENT AREA,MARTIN LINGE UNIT,28546131,21675447,7961,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28546131,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=21675447,03.10.2019,03.10.2019,24.01.2020
30/5-3 A,Equinor Energy AS,Production is unlikely,GAS,30/5-3 A,North Sea,,,2009,,PRODUCTION LICENSE,309 C,5490728,,6055,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490728,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5490728,03.10.2019,03.10.2019,24.01.2020
30/5-3 S (Corvus),Equinor Energy AS,"Production likely, but unclarified",GAS,30/5-3 S,North Sea,,,2009,,PRODUCTION LICENSE,309 C,5490430,,6043,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490430,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=5490430,03.10.2019,03.10.2019,24.01.2020
30/6-1 Oseberg,Equinor Energy AS,Producing,OIL/GAS,30/6-1,North Sea,OSEBERG,05.06.1984,1979,,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44396,43625,380,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44396,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.10.2019,03.10.2019,24.01.2020
30/6-14,Equinor Energy AS,Included in other discovery,OIL,30/6-14,North Sea,OSEBERG ØST,21.11.2003,1984,30/6-5 Oseberg Øst,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44402,43639,53,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44402,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43639,03.10.2019,03.10.2019,24.01.2020
30/6-15 Oseberg Vest,Equinor Energy AS,Included in other discovery,OIL/GAS,30/6-15,North Sea,OSEBERG,21.05.2004,1984,30/6-1 Oseberg,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44408,43625,110,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44408,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.10.2019,03.10.2019,24.01.2020
30/6-16,Equinor Energy AS,Production is unlikely,OIL,30/6-16,North Sea,,,1985,,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44414,,333,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44414,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=44414,03.10.2019,03.10.2019,24.01.2020
30/6-17 R,Equinor Energy AS,Included in other discovery,OIL/GAS,30/6-17 R,North Sea,OSEBERG,22.06.2005,1986,30/6-1 Oseberg,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44420,43625,849,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44420,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,22.11.2019,22.11.2019,24.01.2020
30/6-18 (Kappa),Equinor Energy AS,Included in other discovery,OIL/GAS,30/6-18,North Sea,OSEBERG,21.05.2004,1985,30/6-1 Oseberg,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44426,43625,488,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44426,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.10.2019,03.10.2019,24.01.2020
30/6-19 (Beta Sadel),Equinor Energy AS,Included in other discovery,OIL,30/6-19,North Sea,OSEBERG ØST,07.05.1997,1986,30/6-5 Oseberg Øst,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44432,43639,489,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44432,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43639,03.10.2019,03.10.2019,24.01.2020
30/6-26 (Gamma Vest),Equinor Energy AS,Included in other discovery,OIL/GAS,30/6-26,North Sea,OSEBERG,21.05.2004,2001,30/6-18 (Kappa),BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,1632058,43625,4416,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1632058,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.10.2019,03.10.2019,24.01.2020
30/6-27,Equinor Energy AS,Included in other discovery,OIL/GAS,30/6-27,North Sea,OSEBERG,21.05.2004,2001,30/6-18 (Kappa),BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,1632112,43625,4425,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1632112,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.10.2019,03.10.2019,24.01.2020
30/6-28 S,Equinor Energy AS,Included in other discovery,OIL,30/6-28 S,North Sea,OSEBERG,11.12.2013,2012,30/6-1 Oseberg,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,21660341,43625,6768,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21660341,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.10.2019,03.10.2019,24.01.2020
30/6-29 S (Alfa Nord Cook),Equinor Energy AS,Included in other discovery,OIL,30/6-29 S,North Sea,OSEBERG,15.12.2015,2015,30/6-1 Oseberg,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,27115569,43625,7801,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=27115569,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.10.2019,03.10.2019,24.01.2020
30/6-30 (Rungne),DNO Norge AS,Production is unlikely,GAS/CONDENSATE,30/6-30,North Sea,,,2018,,PRODUCTION LICENSE,825,33341464,,8569,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=33341464,https://factmaps.npd.no/factmaps/3_0/?run=DiscoveryByNPDID&NPDID=33341464,03.01.2020,03.01.2020,24.01.2020
30/6-5 Oseberg Øst,Equinor Energy AS,Producing,OIL,30/6-5,North Sea,OSEBERG ØST,11.10.1996,1981,,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44438,43639,118,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44438,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43639,03.10.2019,03.10.2019,24.01.2020
30/6-9,Equinor Energy AS,Included in other discovery,OIL/GAS,30/6-9,North Sea,OSEBERG,05.06.1984,1982,30/6-1 Oseberg,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,2770154,43625,83,https://factpages.npd.no/factpages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2770154,https://factmaps.npd.no/factmaps/3_0/?run=FieldByNPDID&NPDID=43625,03.10.2019,03.10.2019,24.01.2020
